Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Senegal,Height-for-age <-2 SD (stunting),Total,2012,15.5,Hundredths,%,External Reanalysis,Free,,,27528,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enqeute SMART Nationale SMART 2012. Dakar  Senegal  CLM  2013 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Senegal,Height-for-age <-2 SD (stunting),Total,2013,18.77907,Hundredths,%,Reanalysed,Free,17.412897,20.226179,5916.23877,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquête démographique et de santé continue (EDS-Continue 2012-2013). Demographic and Health Surveys. Calverton  Maryland  USA  ANSD et ICF International.  2013 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Senegal,Height-for-age <-2 SD (stunting),Total,2014,18.762661,Hundredths,%,Reanalysed,Free,17.230768,20.397181,5977.331543,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sénégal   Enquête Démographique et de Santé Continue (EDS-Continue 2014). Rockville  Maryland  USA   ANSD et ICF International  2015.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Senegal,Height-for-age <-2 SD (stunting),Total,2015,20.65456,Hundredths,%,Reanalysed,Free,19.15391,22.240438,6076.405273,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sénégal   Enquête Démographique et de Santé Continue (EDS-Continue 2015).  Octobre 2016,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Senegal,Height-for-age <-2 SD (stunting),Total,2016,17.103212,Hundredths,%,Reanalysed,Free,15.582052,18.739908,5778.228516,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Senegal   Enquête Démographique et de Santé Continue (EDS-Continue 2016). Rockville  Maryland  USA   ANSD et ICF,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Senegal,Height-for-age <-2 SD (stunting),Total,2017,16.5341,Hundredths,%,Reanalysed,Free,15.61545,17.495588,10862.77148,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquête Continue du Sénégal  Cinquième Phase 2017   Rapport de synthèse. Rockville  Maryland  USA   ANSD et ICF,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Senegal,Height-for-age <-2 SD (stunting),Total,2019,18.832769,Hundredths,%,Reanalysed,Free,17.879845,19.824223,9164.62207,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquete Nationale de Securite Alimentaire  Nutrition et Resilience  Senegal 2019,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2019,Total
Singapore,Height-for-age <-2 SD (stunting),Total,2000,4.4000001,Hundredths,%,External Reanalysis,Free,,,16220,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,National healthcare group polyclinics' anthropometric growth charts for Singapore preschool children 2000. Singapore Health Booklet  revised edition April 2003,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000,Total
Solomon Islands,Height-for-age <-2 SD (stunting),Total,1989,33.700001,Hundredths,%,External Reanalysis,Free,,,3980,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Solomon Islands national nutrition survey 1989. Honiara  Solomon Islands  1990,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2015,Total
Solomon Islands,Height-for-age <-2 SD (stunting),Total,2007,32.799999,Hundredths,%,Reported,Free,,,2029,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Solomon Islands 2006-2007 demographic and health survey. DHS. Noumea  New Caledonia  SISO  SPC and Macro International Inc.  2007,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2015,Total
Solomon Islands,Height-for-age <-2 SD (stunting),Total,2015,31.685463,Hundredths,%,Reanalysed,Free,29.386086,34.077927,3613.19458,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Solomon Islands Demographic and Health Survey  2015. Solomon Islands Ministry of Health and Medical Services and the Pacific Community. 2017.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2015,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,1989,41.400002,Hundredths,%,Adjusted,Free,,,4424,Converted estimate Rain,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,The Republic of Sierra Leone 1989 National Nutrition Survey. Freetown  Sierra Leone  1990,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,1990,40.900002,Hundredths,%,Adjusted,Free,,,4595,Converted estimate Dry,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,The Republic of Sierra Leone 1990 National Nutrition Survey. Freetown  Sierra Leone  1990,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,2000,35.461773,Hundredths,%,Reanalysed,Free,33.136131,37.858227,1910.466797,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,The status of women and children in Sierra Leone. A household survey report (MICS-2). Central Statistics Office  Ministry of Development and Economic Planning  November 2000,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,2005,44.997498,Hundredths,%,Reanalysed,Free,43.185619,46.822746,4269.655762,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone multiple indicator cluster survey 2005  Final Report. Freetown  Sierra Leone  Statistics Sierra Leone and UNICEF-Sierra Leone  2007,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,2008,37.237255,Hundredths,%,Reanalysed,Free,34.855831,39.682266,2952.102295,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone demographic and health survey 2008. Demographic and Health Surveys. Calverton  Maryland  USA  Statistics Sierra Leone (SSL) and ICF Macro  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,2010,44.416351,Hundredths,%,Reanalysed,Free,42.700623,46.1455,7730.722656,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone multiple indicator cluster survey 2010  Final report (MICS). Freetown  Sierra Leone  Statistics Sierra Leone and UNICEF-Sierra Leone  2011,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,2013,37.833481,Hundredths,%,Reanalysed,Free,35.944187,39.760441,5383.560547,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone demographic and health survey 2013. Demographic and Health Surveys. Freetown  Sierra Leone and Rockville  Maryland  USA  SSL and ICF International  2014,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,Jun-17,31.015884,Hundredths,%,Reanalysed,Free,29.709581,32.353191,11412.42188,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone Multiple Indicator Cluster Survey 2017  Survey Findings Report. Freetown  Sierra Leone  Statistics Sierra Leone,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,Sep-17,29.31951,Hundredths,%,Reanalysed,Free,27.944071,30.733772,11272.88672,Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone National Nutrition Survey 2017,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
Sierra Leone,Height-for-age <-2 SD (stunting),Total,2019,29.5,Hundredths,%,Reported,Free,,,,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sierra Leone Demographic and Health Survey 2019  Key Indicators. Freetown  Sierra Leone  and Rockville  Maryland  USA  Stats SL and ICF,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1989-2019,Total
El Salvador,Height-for-age <-2 SD (stunting),Total,1988,36.700001,Hundredths,%,External Reanalysis,Free,,,2002,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Evaluacion de la situacion alimentaria nutricional en El Salvador (ESANES-88). Ministerio de Salud Publica y Asistencia Social. San Salvador  El Salvador  1990,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2014,Total
El Salvador,Height-for-age <-2 SD (stunting),Total,1993,31.567442,Hundredths,%,Reanalysed,Free,29.314348,33.910629,7777,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,National family health survey 1993 (FESAL-93). San Salvador  Government of El Salvador  1994,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2014,Total
El Salvador,Height-for-age <-2 SD (stunting),Total,1998,32.27771,Hundredths,%,Reanalysed,Free,30.360996,34.255901,13748.97461,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,National family health survey 1998  final report (FESAL-98). San Salvador  Republica de San Salvador  C.A.  2000,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2014,Total
El Salvador,Height-for-age <-2 SD (stunting),Total,2003,24.609095,Hundredths,%,Reanalysed,Free,21.573832,27.919371,6352.045898,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Encuesta nacional de salud familiar (FESAL) 2002/03. Informe final.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2014,Total
El Salvador,Height-for-age <-2 SD (stunting),Total,2008,20.789265,Hundredths,%,Reanalysed,Free,19.009272,22.689243,605248.0625,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Encuesta nacional de salud familiar  FESAL 2008. Informe resumido.  San Salvador  El Salvador  ADS  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2014,Total
El Salvador,Height-for-age <-2 SD (stunting),Total,2014,13.648426,Hundredths,%,Reanalysed,Free,12.50751,14.875724,7220.068848,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Encuesta nacional de salud 2014 - Encuesta de indicadores multiples por conglomerados 2014  Resultados principales. San Salvador  El Salvador  Ministerio de Salud e Instituto Nacional de Salud.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2014,Total
Somalia,Height-for-age <-2 SD (stunting),Total,2000,29.200001,Hundredths,%,Adjusted,Free,,,3582,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Somalia end-decade multiple indicator cluster survey. Full technical report. Nairobi  UNICEF Somilia  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2009,Total
Somalia,Height-for-age <-2 SD (stunting),Total,2006,42.021961,Hundredths,%,Reanalysed,Free,39.285744,44.808102,5519.837891,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Monitoring the situation of women and children. Somalia multiple indicator cluster survey 2006. New York  UNICEF  2007.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2009,Total
Somalia,Height-for-age <-2 SD (stunting),Total,2009,25.299809,Hundredths,%,Reanalysed,Free,22.740757,28.042307,1132.811035,Age calculated using alternate methods  Oedema data was not considered in the analysis  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,National Micronutrient and Anthropometric Survey Somalia 2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2009,Total
Serbia,Height-for-age <-2 SD (stunting),Total,2005,8.1131954,Hundredths,%,Reanalysed,Free,6.9343648,9.4720306,3422.556641,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Republic of Serbia multiple indicator cluster survey 2005  final report. Belgrade  Republic of Serbia  Statistical Office of the Republic of Serbia and Strategic Marketing Research Agency  2006,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2005-2014,Total
Serbia,Height-for-age <-2 SD (stunting),Total,2010,6.5829382,Hundredths,%,Reanalysed,Free,5.2630129,8.2052212,2745.171631,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Serbia multiple indicator cluster survey 2010 (MICS). Belgrade  Republic of Serbia  Statistical Office of the Republic of Serbia  2011,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2005-2014,Total
Serbia,Height-for-age <-2 SD (stunting),Total,2014,5.9821701,Hundredths,%,Reanalysed,Free,4.4942908,7.9217687,2336.986328,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,2014 Serbia multiple indicator cluster survey and 2014 Serbia Roma Settlements multiple indicator cluster survey (MICS). Final Report. Belgrade  Serbia  Statistical Office of the Republic of Serbia and UNICEF  2014.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2005-2014,Total
South Sudan,Height-for-age <-2 SD (stunting),Total,2006,36.200001,Hundredths,%,Reported,Free,,,1329786,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sudan household health survey (SHHS) - 2006.  Khartoum and Juba  Government of National Unity  Government of Southern Sudan  December 2007 (South Sudan extract),https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2006-2010,Total
South Sudan,Height-for-age <-2 SD (stunting),Total,2010,31.282568,Hundredths,%,Reanalysed,Free,29.621202,32.993431,5799.671875,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,South Sudan Household Survey 2010. Final Report (MICS4). Juba  South Sudan  2013.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2006-2010,Total
Sao Tome and Principe,Height-for-age <-2 SD (stunting),Total,1986,32,Hundredths,%,Adjusted,Free,,,2155,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Estado nutricional e cobertura vacinal des criancas menoras de 5 anos na. Seccao de Nutricao. Sao Tome  Republica Democratica de Sao Tome e Principe  1986,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2014,Total
Sao Tome and Principe,Height-for-age <-2 SD (stunting),Total,2000,35.469101,Hundredths,%,Reanalysed,Free,32.33865,38.729141,1741.438599,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquête de grappes à indicateurs multiples MICS - rapport d'analyse (projet  14 juillet 2000). Sao Tome  République Démocratique de Sao Tome et Principe  2000.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2014,Total
Sao Tome and Principe,Height-for-age <-2 SD (stunting),Total,2006,28.9,Hundredths,%,Adjusted,Free,,,2848,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Democratic Republic of Sao Tome e Principe 2006 multiple indicator cluster survey (MICS3)  Final report. Sao Tome  INE and UNICEF  2007.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2014,Total
Sao Tome and Principe,Height-for-age <-2 SD (stunting),Total,2008,30.80792,Hundredths,%,Reanalysed,Free,28.000364,33.764969,1743.268433,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquête démographique et de santé à Sao Tomé e Príncipe (EDS-STP) 2008-2009. Rapport préliminaire. Sao Tomé  INE et le Ministre de la Santé  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2014,Total
Sao Tome and Principe,Height-for-age <-2 SD (stunting),Total,2014,17.195467,Hundredths,%,Reanalysed,Free,15.105842,19.507729,1930.265869,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Sao Tome and Principe Multiple Indicator Cluster Survey 2014  Final Report. São Tomé  Sao Tome and Principe  2016.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1986-2014,Total
Suriname,Height-for-age <-2 SD (stunting),Total,2000,14.111647,Hundredths,%,Reanalysed,Free,11.502568,17.197529,1744.633179,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Suriname multiple indicator cluster survey (MICS) 2000. Paramaribo  Suriname  March 2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2010,Total
Suriname,Height-for-age <-2 SD (stunting),Total,2006,10.64723,Hundredths,%,Reanalysed,Free,8.8338728,12.780638,1916.947876,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Suriname multiple indicator cluster survey 2006  Final Report (MICS3). Paramaribo  Suriname  2009,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2010,Total
Suriname,Height-for-age <-2 SD (stunting),Total,2010,8.7959299,Hundredths,%,Reanalysed,Free,7.5884886,10.174341,2744.33374,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Suriname multiple indicator cluster survey 2010  Final Report (MICS). Paramaribo  Suriname  2012,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2010,Total
Eswatini,Height-for-age <-2 SD (stunting),Total,2000,36.525856,Hundredths,%,Reanalysed,Free,34.341076,38.767563,3367.12207,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Multiple indicator cluster survey (MICS)  Model full report. Maseru  Swaziland  Central Statistical Office  2002,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2014,Total
Eswatini,Height-for-age <-2 SD (stunting),Total,2006,29.216513,Hundredths,%,Reanalysed,Free,27.232346,31.283096,2990.445801,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Swaziland demographic and health survey 2006-07. Demographic and Health Surveys. Mbabane  Swaziland  Central Statistical Office and Macro International Inc.  2008,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2014,Total
Eswatini,Height-for-age <-2 SD (stunting),Total,2008,40.400002,Hundredths,%,Reported,Free,,,3817,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Swaziland national nutrition survey report (November 2008). Mbabane  Swaziland  Ministry of Health  2009.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2014,Total
Eswatini,Height-for-age <-2 SD (stunting),Total,2010,30.944187,Hundredths,%,Reanalysed,Free,28.718529,33.261841,2562.072021,Oedema data was not considered in the analysis,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Swaziland multiple indicator cluster survey 2010 (MICS)  Final report. Mbabane  Swaziland  Central Statistical Office and UNICEF  2011,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2014,Total
Eswatini,Height-for-age <-2 SD (stunting),Total,2014,25.549469,Hundredths,%,Reanalysed,Free,23.49428,27.719303,2620.789063,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Swaziland Multiple Indicator Cluster Survey 2014. Final Report. Mbabane  Swaziland  Central Statistical Office and UNICEF,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,2000-2014,Total
Seychelles,Height-for-age <-2 SD (stunting),Total,1988,7.6999998,Hundredths,%,Adjusted,Free,,,836,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Nutritional status of Seychellois children (unpublished data). Victoria  Seychelles  1989,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2012,Total
Seychelles,Height-for-age <-2 SD (stunting),Total,2012,7.9000001,Hundredths,%,Reported,Free,,,5283,Health centres (80% coverage),UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,The nutritional status and associated risk factors of 0-5 year old children in Seychelles. 7706 Med Health Project (thesis). Queensland  Australia  Griffith University  2014.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1988-2012,Total
Syrian Arab Republic,Height-for-age <-2 SD (stunting),Total,1993,32.849411,Hundredths,%,Reanalysed,Free,30.840757,34.922825,4064,Age calculated using alternate methods  Height/length modality (standing/lying) was not collected,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Syrian maternal and child health survey (SMCHS). PAPCHILD surveys. Cairo  The League of Arab States  1994,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1993-2010,Total
Syrian Arab Republic,Height-for-age <-2 SD (stunting),Total,1995,26.5,Hundredths,%,Adjusted,Free,,,2425,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Multiple indicator cluster survey in the Syrian Arab Republic (MICS). Central Bureau of Statistics. Damascus  The Syrian Arab Republic  1996.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1993-2010,Total
Syrian Arab Republic,Height-for-age <-2 SD (stunting),Total,2000,24.299999,Hundredths,%,Adjusted,Free,,,6262,Converted estimate,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,[Multiple Indicator Cluster Survey II (MICS II) concerning Child Health and Welfare. Main report.] Damascus  Syrian Arab Republic  UNICEF  2002 ,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1993-2010,Total
Syrian Arab Republic,Height-for-age <-2 SD (stunting),Total,2001,31.1,Hundredths,%,External Reanalysis,Free,,,6367,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,The family health survey in the Syrian Arab Republic. Principal Report. Cairo  The League of Arab States  2002,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1993-2010,Total
Syrian Arab Republic,Height-for-age <-2 SD (stunting),Total,2006,28.690407,Hundredths,%,Reanalysed,Free,27.362942,30.055624,10187.94531,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Syrian Arab Republic multiple indicator cluster survey 2006. February 2008.,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1993-2010,Total
Syrian Arab Republic,Height-for-age <-2 SD (stunting),Total,2010,27.899269,Hundredths,%,Reanalysed,Free,26.554287,29.28521,13947.69336,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Family health survey of the Arab Republic of Syria 2009  Principal report (PAPFAM). Cairo  The League of Arab States  2011,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1993-2010,Total
Chad,Height-for-age <-2 SD (stunting),Total,1997,44.543636,Hundredths,%,Reanalysed,Free,43.08448,46.01226,5738.223145,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquête démographique et de santé  Tschad 1996-97. Demographic and Health Surveys. Calverton  Maryland  USA  Bureau Central du Recensement et Macro International Inc.  1998,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2015,Total
Chad,Height-for-age <-2 SD (stunting),Total,2000,38.895561,Hundredths,%,Reanalysed,Free,36.239441,41.619282,5166.11084,,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  March 2020,Enquête par grappes à indicateurs multiples  Rapport complet (MICS). N'Djamena  Direction Generale  Direction de la Statistique  des Etudes Economiques et Demographiques  Bureau Central de Recensement et UNICEF  2001,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF Division of Data  Analysis  Planning and Monitoring,Middle of fieldwork,,1997-2015,Total
